2024-07-01 18:59:34,834 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,267 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,310 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,363 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,407 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,462 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,504 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,573 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,639 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,685 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,727 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,773 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,816 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,865 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,907 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,952 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:38,998 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,043 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,086 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,130 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,171 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,212 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,256 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,298 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,341 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,384 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,427 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,490 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,546 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,592 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,641 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,697 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,752 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,804 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,849 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,899 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:39,965 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,033 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,099 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,146 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,197 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,241 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,284 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,328 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,369 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,410 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,462 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,509 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,555 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,599 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,644 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,686 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,732 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,775 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,819 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,861 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,904 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,951 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:40,994 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,037 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,082 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,125 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,168 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,219 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,264 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,306 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,347 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,396 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,437 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,484 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,527 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,575 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,615 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,661 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,703 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,747 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,790 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,832 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,876 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,920 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:41,966 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,012 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,056 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,101 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,148 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,193 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,237 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,284 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,331 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,374 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,421 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,465 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,512 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,564 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,611 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,655 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,701 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,745 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,791 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,834 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,879 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,922 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:42,967 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,011 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,056 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,099 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,143 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,186 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,227 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,271 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,313 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,355 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,399 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,443 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,498 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,543 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,588 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,629 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,672 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,718 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,762 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,807 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,848 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,891 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,934 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:43,976 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,020 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,066 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,109 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,155 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,198 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,243 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,286 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,327 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,371 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,413 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,454 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,499 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,541 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:44,584 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:46,031 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:46,543 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:46,593 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:46,637 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:46,800 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,312 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,361 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,404 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,450 - State: [0, 0, 0, 0], Action: 1, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,494 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
2024-07-01 18:59:47,566 - State: [0, 0, 0, 0], Action: 0, Reward: 0, Next State: [0, 0, 0, 0]
